id_reg,ts,nin_id,aldea,chakra,rango,status,desc
ANBU-1253,2025-02-03 18:45:00,Kankuro,Konoha,5182.56,S,Éxito,Misión de reconocimiento en fronteras
ANBU-1254,2025-02-03 07:03:00,Naruto,Iwa,1494.37,S,Sospechoso,Patrulla rutinaria
ANBU-1255,2025-02-06 16:11:00,,Kiri,3084.9,D,Éxito,Posible espía detectado
ANBU-1256,2025-02-01 15:36:00,Sakura,Iwa,3503.91,A,En curso,Vigilancia de puesto avanzado
ANBU-1257,2025-02-01 14:41:00,Gaara,Konoha,,B,Sospechoso,Movimiento sospechoso detectado
ANBU-1258,2025-02-01 11:49:00,Choji,Konoha,1799.36,B,Sospechoso,Escolta de persona VIP
ANBU-1259,2025-02-05 10:36:00,Sakura,Iwa,6957.74,S,En curso,Patrulla rutinaria
ANBU-1260,2025-02-01 22:35:00,Gaara,Amegakure,-100.0,A,En curso,Movimiento sospechoso detectado
ANBU-1261,2025-02-01 09:26:00,Kankuro,Amegakure,5673.67,C,Fallo,Movimiento sospechoso detectado
ANBU-1262,2025-02-03 07:24:00,Kankuro,Amegakure,3500.51,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-1263,2025-02-01 21:11:00,Naruto,Amegakure,1620.76,S,Fallo,Sustitución de guardias
ANBU-1264,2025-02-02 22:39:00,Ino,amegakure,5893.47,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-1265,2025-02-05 04:32:00,Naruto,Konoha,6402.69,A,Éxito,Posible espía detectado
ANBU-1266,2025-02-01 01:43:00,Kakashi,Iwa,4341.82,B,Sospechoso,Recuperación de pergamino secreto
ANBU-1267,2025-02-04 17:44:00,Ino,Iwa,5455.8,C,En curso,Sustitución de guardias
ANBU-1268,2025-02-06 06:34:00,Naruto,Amegakure,1533.9,C,En curso,Sustitución de guardias
ANBU-1269,2025-02-05 23:34:00,Ino,Amegakure,4028.58,A,Éxito,Escolta de persona VIP
ANBU-1270,2025-02-06 15:39:00,Gaara,amegakure,7579.17,S,Éxito,Movimiento sospechoso detectado
ANBU-1271,2025-02-06 07:13:00,Sasuke,Amegakure,1152.37,D,Fallo,Recuperación de pergamino secreto
ANBU-1272,2025-02-06 08:35:00,Ino,Amegakure,5175.38,D,Sospechoso,Patrulla rutinaria
ANBU-1273,2025-02-03 14:14:00,Choji,Kumo,7821.96,A,En curso,Sustitución de guardias
ANBU-1274,2025-02-04 23:35:00,Choji,Amegakure,1786.85,C,Éxito,Patrulla rutinaria
ANBU-1275,2025-02-02 01:46:00,Sasuke,Kiri,5613.3,S,Fallo,Enemigo a la vista
ANBU-1276,2025-02-02 11:17:00,Kakashi,Suna,6331.41,C,Fallo,Escolta de persona VIP
ANBU-1277,2025-02-06 19:58:00,Sasuke,Konoha,7938.08,C,Fallo,Escolta de persona VIP
ANBU-1278,2025-02-06 03:12:00,Sasuke,Suna,1062.11,D,Fallo,Escolta de persona VIP
ANBU-1279,2025-02-03 08:31:00,Kakashi,Suna,4347.94,C,Fallo,Enemigo a la vista
ANBU-1280,2025-02-05 16:44:00,Naruto,Konoha,,D,Éxito,Sustitución de guardias
ANBU-1281,2025-02-03 20:02:00,Sasuke,Konoha,867.54,A,Sospechoso,Enemigo a la vista
ANBU-1282,2025-02-04 09:07:00,Ino,Konoha,5734.19,D,En curso,Sustitución de guardias
ANBU-1283,2025-02-06 20:10:00,Sakura,Kiri,1903.03,S,Éxito,Recuperación de pergamino secreto
ANBU-1284,2025-02-02 23:02:00,Sasuke,Konoha,5835.99,B,Éxito,Escolta de persona VIP
ANBU-1285,2025-02-03 08:54:00,Sasuke,Kumo,1878.28,S,En curso,Recuperación de pergamino secreto
ANBU-1286,2025-02-06 00:05:00,Temari,Kumo,7956.86,B,Sospechoso,Vigilancia de puesto avanzado
ANBU-1287,2025-02-05 13:50:00,Sakura,Kiri,6643.1,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1288,2025-02-05 08:51:00,Sasuke,Iwa,1794.65,A,Éxito,Movimiento sospechoso detectado
ANBU-1289,2025-02-05 22:17:00,Sasuke,Amegakure,3668.43,C,En curso,Patrulla rutinaria
ANBU-1290,2025-02-02 13:23:00,Sakura,Konoha,7672.91,A,Sospechoso,Escolta de persona VIP
ANBU-1291,2025-02-01 21:32:00,Gaara,Konoha,3403.81,S,Sospechoso,Escolta de persona VIP
ANBU-1292,2025-02-01 21:32:00,Sakura,Suna,3107.15,S,En curso,Misión de reconocimiento en fronteras
ANBU-1293,2025-02-02 03:05:00,Kankuro,Kumo,2000.38,A,Fallo,Sustitución de guardias
ANBU-1294,2025-02-03 20:57:00,Ino,Kumo,2046.78,C,En curso,Misión de reconocimiento en fronteras
ANBU-1295,2025-02-03 11:05:00,Naruto,Suna,1383.59,D,Fallo,Movimiento sospechoso detectado
ANBU-1296,2025-02-06 04:13:00,Ino,Amegakure,1438.63,D,Sospechoso,Enemigo a la vista
ANBU-1297,2025-02-04 04:54:00,,Kiri,7478.28,S,Sospechoso,Sustitución de guardias
ANBU-1298,2025-02-03 17:19:00,Temari,Kumo,5705.6,C,Fallo,Sustitución de guardias
ANBU-1299,2025-02-01 19:59:00,Ino,KONOHA ,2325.67,D,Éxito,Recuperación de pergamino secreto
ANBU-1300,2025-02-03 19:05:00,Gaara,Kiri,7642.07,C,Fallo,Movimiento sospechoso detectado
ANBU-1301,2025-02-05 05:08:00,Naruto,Konoha,2789.06,A,Fallo,Escolta de persona VIP
ANBU-1302,2025-02-04 20:33:00,Temari,Suna ,6962.7,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1303,2025-02-04 04:18:00,Choji,Kiri,2087.03,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1304,2025-02-02 06:25:00,Sakura,Iwa,6493.41,A,En curso,Sustitución de guardias
ANBU-1305,2025-02-04 21:10:00,Temari,Iwa,4005.04,C,Éxito,Vigilancia de puesto avanzado
ANBU-1306,2025-02-05 03:19:00,Temari,Konoha,1134.9,S,Éxito,Enemigo a la vista
ANBU-1307,2025-02-01 23:58:00,Gaara,Kiri,1070.06,A,Sospechoso,Posible espía detectado
ANBU-1308,2025-02-06 15:38:00,Sakura,Konoha_,1154.17,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1309,2025-02-02 22:55:00,Gaara,Suna,682.15,C,En curso,Escolta de persona VIP
ANBU-1310,2025-02-02 03:17:00,Kakashi,Suna ,797.79,S,En curso,Enemigo a la vista
ANBU-1311,2025-02-01 23:59:00,Kakashi,Suna,550.66,C,En curso,Misión de reconocimiento en fronteras
ANBU-1312,2025-02-05 17:10:00,Sakura,Kiri,2095.82,D,Éxito,Misión de reconocimiento en fronteras
ANBU-1313,2025-02-05 22:16:00,Gaara,Konoha,568.65,A,En curso,Vigilancia de puesto avanzado
ANBU-1314,2025-02-01 06:35:00,Choji,Iwa,7269.66,B,En curso,Enemigo a la vista
ANBU-1315,2025-02-02 17:28:00,Kakashi,Kiri,1070.11,C,Fallo,Movimiento sospechoso detectado
ANBU-1316,2025-02-01 02:50:00,Sakura,Amegakure,4277.24,A,Sospechoso,Recuperación de pergamino secreto
ANBU-1317,2025-02-03 03:22:00,Gaara,Suna,6581.22,B,Fallo,Movimiento sospechoso detectado
ANBU-1318,2025-02-04 05:52:00,Temari,Suna,6541.7,D,Fallo,Escolta de persona VIP
ANBU-1319,2025-02-04 04:07:00,,Kiri,1205.16,S,Sospechoso,Enemigo a la vista
ANBU-1320,2025-02-05 19:27:00,Kankuro,Suna,532.52,D,Éxito,Patrulla rutinaria
ANBU-1321,2025-02-05 03:06:00,Sasuke,Kiri,5563.06,S,Éxito,Patrulla rutinaria
ANBU-1322,2025-02-03 09:47:00,Kakashi,Suna,7756.73,B,Sospechoso,Recuperación de pergamino secreto
ANBU-1323,2025-02-02 04:29:00,Sasuke,Kumo,4647.61,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1324,2025-02-06 17:52:00,Sasuke,Suna,7712.92,D,Fallo,Sustitución de guardias
ANBU-1325,2025-02-01 22:30:00,Kankuro,Amegakure,7667.16,A,Fallo,Vigilancia de puesto avanzado
ANBU-1326,2025-02-04 05:54:00,Shikamaru,Suna,6694.72,A,Sospechoso,Patrulla rutinaria
ANBU-1327,2025-02-04 10:19:00,Naruto,Amegakure,6324.34,A,Sospechoso,Posible espía detectado
ANBU-1328,2025-02-02 16:56:00,Shikamaru,Amegakure,3756.72,B,En curso,Movimiento sospechoso detectado
ANBU-1329,2025-02-02 14:55:00,Kankuro,Kiri,6722.95,S,Fallo,Misión de reconocimiento en fronteras
ANBU-1330,2025-02-01 01:59:00,Temari,Kumo,1726.1,S,Éxito,Sustitución de guardias
ANBU-1331,2025-02-01 03:31:00,Gaara,Amegakure,1795.13,C,En curso,Escolta de persona VIP
ANBU-1332,2025-02-06 22:33:00,Naruto,Konoha,7718.53,B,Sospechoso,Recuperación de pergamino secreto
ANBU-1333,2025-02-04 16:47:00,Sakura,Kiri,2854.94,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1334,2025-02-03 05:15:00,Naruto, Lluvia,5186.01,D,Fallo,Escolta de persona VIP
ANBU-1335,2025-02-06 19:54:00,Naruto,Iwa,5976.4,B,En curso,Posible espía detectado
ANBU-1336,2025-02-03 10:09:00,,Kiri,5460.7,S,Fallo,Enemigo a la vista
ANBU-1337,2025-02-02 09:07:00,Shikamaru,Kiri,5141.47,A,Fallo,Movimiento sospechoso detectado
ANBU-1338,2025-02-06 13:47:00,Ino,Kumo,3783.94,S,Fallo,Enemigo a la vista
ANBU-1339,2025-02-05 09:00:00,Temari,Konoha,5936.79,C,Fallo,Escolta de persona VIP
ANBU-1340,2025-02-06 05:27:00,Naruto,konoha,7968.97,A,Éxito,Patrulla rutinaria
ANBU-1341,2025-02-03 07:50:00,Kakashi,Iwa,999999.0,A,Fallo,Patrulla rutinaria
ANBU-1342,2025-02-06 05:40:00,Naruto,Kumo,1752.01,A,Sospechoso,Movimiento sospechoso detectado
ANBU-1343,2025-02-03 10:03:00,,Kiri,7051.21,A,Éxito,Patrulla rutinaria
ANBU-1344,2025-02-02 22:45:00,Sakura,Iwa,578.78,S,Fallo,Sustitución de guardias
ANBU-1345,2025-02-05 11:47:00,Naruto, Lluvia,871.85,D,Fallo,Movimiento sospechoso detectado
ANBU-1346,2025-02-02 06:04:00,Sakura,Amegakure,1776.61,D,Éxito,Posible espía detectado
ANBU-1347,2025-02-05 22:35:00,Sakura,Amegakure,6781.9,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1348,2025-02-01 17:19:00,Naruto,Iwa,5005.85,D,En curso,Posible espía detectado
ANBU-1349,2025-02-02 07:56:00,Shikamaru,Kiri,7088.87,C,Fallo,Recuperación de pergamino secreto
ANBU-1350,2025-02-06 15:28:00,Kakashi,Konoha,4254.19,C,Sospechoso,Sustitución de guardias
ANBU-1351,2025-02-04 14:39:00,Sakura,Iwa,7747.03,A,Fallo,Enemigo a la vista
ANBU-1352,2025-02-05 06:41:00,Ino,Amegakure,6839.16,S,Sospechoso,Sustitución de guardias
ANBU-1353,2025-02-02 14:52:00,Naruto,Suna,3633.25,A,Fallo,Movimiento sospechoso detectado
ANBU-1354,2025-02-05 08:14:00,Ino,Amegakure,3746.02,D,Fallo,Recuperación de pergamino secreto
ANBU-1355,2025-02-06 10:50:00,Kankuro,Suna ,5664.81,C,Éxito,Movimiento sospechoso detectado
ANBU-1356,2025-02-01 23:40:00,Sakura,Amegakure,1916.13,C,En curso,Vigilancia de puesto avanzado
ANBU-1357,2025-02-02 07:00:00,Ino,Konoha,7819.94,A,Fallo,Escolta de persona VIP
ANBU-1358,2025-02-05 01:47:00,Sasuke,Suna,6899.01,A,En curso,Recuperación de pergamino secreto
ANBU-1359,2025-02-05 02:45:00,Temari,Suna,1546.49,S,Éxito,Recuperación de pergamino secreto
ANBU-1360,2025-02-01 23:51:00,Gaara,SUNA,2849.39,C,En curso,Enemigo a la vista
ANBU-1361,2025-02-02 12:47:00,Choji, suna,6801.35,S,En curso,Vigilancia de puesto avanzado
ANBU-1362,2025-02-06 23:02:00,Gaara,Suna,4848.05,D,En curso,Sustitución de guardias
ANBU-1363,2025-02-03 12:07:00,Temari,SUNA,7584.15,D,Éxito,Posible espía detectado
ANBU-1364,2025-02-01 13:38:00,Gaara,Konoha,3456.98,B,En curso,Escolta de persona VIP
ANBU-1365,2025-02-02 11:32:00,Ino,Kiri,6075.91,B,En curso,Recuperación de pergamino secreto
ANBU-1366,2025-02-03 22:26:00,Ino,Iwa,1729.56,A,Sospechoso,Patrulla rutinaria
ANBU-1367,2025-02-01 10:30:00,Kakashi,Kumo,1007.35,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1368,2025-02-01 07:41:00,Choji,Kumo,4454.23,D,Éxito,Movimiento sospechoso detectado
ANBU-1369,2025-02-03 14:06:00,Temari,Kiri,4627.35,C,En curso,Vigilancia de puesto avanzado
ANBU-1370,2025-02-05 09:51:00,Gaara,Kumo,7755.37,B,Sospechoso,Enemigo a la vista
ANBU-1371,2025-02-04 00:47:00,Sasuke,Iwa,7737.49,A,Fallo,Escolta de persona VIP
ANBU-1372,2025-02-04 06:33:00,Choji, suna,6116.59,D,Éxito,Enemigo a la vista
ANBU-1373,2025-02-05 12:52:00,Gaara,Kumo,7741.66,C,Sospechoso,Enemigo a la vista
ANBU-1374,2025-02-01 09:10:00,Kankuro,Kiri,6869.82,D,Éxito,Escolta de persona VIP
ANBU-1375,2025-02-01 21:08:00,Shikamaru,Kumo,5524.0,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1376,2025-02-05 10:22:00,Choji,Kumo,3110.36,A,Fallo,Movimiento sospechoso detectado
ANBU-1377,2025-02-06 07:17:00,Gaara,Iwa,6164.43,C,Fallo,Patrulla rutinaria
ANBU-1378,2025-02-01 16:47:00,Sasuke,Amegakure,7156.54,C,Fallo,Movimiento sospechoso detectado
ANBU-1379,2025-02-05 10:55:00,Choji,Iwa,7374.27,A,Fallo,Movimiento sospechoso detectado
ANBU-1380,2025-02-04 11:54:00,Kakashi,Suna,3931.56,D,Fallo,Patrulla rutinaria
ANBU-1381,2025-02-03 06:45:00,Ino,Kumo,5774.89,S,Fallo,Recuperación de pergamino secreto
ANBU-1382,2025-02-06 09:01:00,Gaara,Kiri,714.14,S,Fallo,Misión de reconocimiento en fronteras
ANBU-1383,2025-02-05 06:05:00,Gaara,Kumo,3607.45,C,Sospechoso,Patrulla rutinaria
ANBU-1384,2025-02-03 00:15:00,Gaara,Kiri,1912.5,B,Sospechoso,Enemigo a la vista
ANBU-1385,2025-02-06 09:45:00,Choji,Suna ,7481.81,C,Éxito,Escolta de persona VIP
ANBU-1386,2025-02-04 16:48:00,Choji,Amegakure,3323.79,A,Sospechoso,Posible espía detectado
ANBU-1387,2025-02-06 00:47:00,Naruto,Iwa,1054.4,A,Fallo,Posible espía detectado
ANBU-1388,2025-02-02 12:41:00,Temari,Konoha,6304.55,D,Fallo,Posible espía detectado
ANBU-1389,2025-02-05 05:51:00,Kankuro,amegakure,6703.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1390,2025-02-01 23:14:00,Ino,Kiri,3398.29,S,Fallo,Misión de reconocimiento en fronteras
ANBU-1391,2025-02-04 00:05:00,Gaara,Iwa,4163.66,C,En curso,Patrulla rutinaria
ANBU-1392,2025-02-04 02:42:00,Choji,amegakure,6154.1,D,En curso,Misión de reconocimiento en fronteras
ANBU-1393,2025-02-04 05:33:00,Kakashi,Amegakure,6969.5,B,Fallo,Movimiento sospechoso detectado
ANBU-1394,2025-02-02 00:28:00,Temari,Kiri,2755.94,A,En curso,Posible espía detectado
ANBU-1395,2025-02-01 06:45:00,Sakura,Iwa,,C,En curso,Vigilancia de puesto avanzado
ANBU-1396,2025-02-01 21:35:00,Naruto,konoha,3755.89,A,En curso,Recuperación de pergamino secreto
ANBU-1397,2025-02-04 23:38:00,Kankuro,Iwa,6589.15,C,Fallo,Sustitución de guardias
ANBU-1398,2025-02-05 20:21:00,Choji,Konoha_,3524.18,A,En curso,Misión de reconocimiento en fronteras
ANBU-1399,2025-02-04 13:31:00,Temari,Kumo,4142.83,A,En curso,Sustitución de guardias
ANBU-1400,2025-02-03 07:22:00,Shikamaru,Suna,1583.82,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1401,2025-02-01 18:17:00,Kakashi,konoha,2411.78,S,Éxito,Enemigo a la vista
ANBU-1402,2025-02-01 10:23:00,Gaara,Konoha,5756.79,C,En curso,Sustitución de guardias
ANBU-1403,2025-02-03 13:03:00,Temari,Iwa,5659.6,S,Éxito,Sustitución de guardias
ANBU-1404,2025-02-01 18:44:00,Temari,Amegakure,1229.67,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1405,2025-02-05 12:01:00,Naruto,Amegakure,3721.89,D,Sospechoso,Enemigo a la vista
ANBU-1406,2025-02-04 16:44:00,Gaara,Kiri,6670.96,A,Éxito,Patrulla rutinaria
ANBU-1407,2025-02-02 03:29:00,Ino,Suna,613.64,S,En curso,Recuperación de pergamino secreto
ANBU-1408,2025-02-04 11:50:00,Kankuro,Iwa,2440.57,S,Sospechoso,Sustitución de guardias
ANBU-1409,2025-02-02 16:07:00,Naruto, suna,4650.26,B,Éxito,Movimiento sospechoso detectado
ANBU-1410,2025-02-01 03:06:00,Kankuro,Amegakure,2148.75,D,Fallo,Vigilancia de puesto avanzado
ANBU-1411,2025-02-04 22:28:00,Choji,Kiri,4492.73,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1412,2025-02-05 21:33:00,Shikamaru,Iwa,3446.85,B,Éxito,Vigilancia de puesto avanzado
ANBU-1413,2025-02-04 10:30:00,Ino,Kiri,1579.31,B,Éxito,Recuperación de pergamino secreto
ANBU-1414,2025-02-01 19:31:00,Kakashi,Kiri,2696.58,C,Éxito,Enemigo a la vista
ANBU-1415,2025-02-04 22:14:00,Sakura,Kumo,3916.81,S,Éxito,Patrulla rutinaria
ANBU-1416,2025-02-05 17:13:00,Sakura,Amegakure,712.99,A,Éxito,Posible espía detectado
ANBU-1417,2025-02-06 05:31:00,Kakashi,Kumo,1066.62,B,Fallo,Patrulla rutinaria
ANBU-1418,2025-02-05 13:33:00,Kankuro,Iwa,5021.19,A,Sospechoso,Sustitución de guardias
ANBU-1419,2025-02-02 07:45:00,Choji,Kiri,1321.65,D,Sospechoso,Escolta de persona VIP
ANBU-1420,2025-02-05 02:15:00,Choji,Kumo,7476.24,D,Sospechoso,Movimiento sospechoso detectado
ANBU-1421,2025-02-02 22:02:00,Gaara,Kumo,1370.09,S,Sospechoso,Recuperación de pergamino secreto
ANBU-1422,2025-02-02 18:59:00,Kankuro,amegakure,1239.05,S,En curso,Posible espía detectado
ANBU-1423,2025-02-01 16:06:00,Temari,Kumo,2884.53,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1424,2025-02-04 06:14:00,Temari,Iwa,4708.3,S,Éxito,Patrulla rutinaria
ANBU-1425,2025-02-04 10:59:00,Shikamaru,Kiri,4191.54,C,En curso,Enemigo a la vista
ANBU-1426,2025-02-01 19:32:00,Sasuke,Iwa,7275.33,C,Éxito,Sustitución de guardias
ANBU-1427,2025-02-03 12:16:00,Shikamaru,Iwa,-100.0,B,Fallo,Sustitución de guardias
ANBU-1428,2025-02-03 11:42:00,Kankuro,Kumo,4129.92,B,Éxito,Movimiento sospechoso detectado
ANBU-1429,2025-02-03 17:07:00,Shikamaru,Amegakure,7845.0,S,Sospechoso,Infiltrado de la Lluvia detectado
ANBU-1430,2025-02-02 15:18:00,Choji,Kumo,1882.82,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-1431,2025-02-06 14:18:00,Shikamaru,Iwa,2483.18,A,Sospechoso,Sustitución de guardias
ANBU-1432,2025-02-01 09:38:00,,Kiri,3728.46,C,Sospechoso,Sustitución de guardias
ANBU-1433,2025-02-06 09:50:00,Naruto,Iwa,4665.92,C,En curso,Misión de reconocimiento en fronteras
ANBU-1434,2025-02-03 02:27:00,Shikamaru,Amegakure,4209.69,B,Sospechoso,Escolta de persona VIP
ANBU-1435,2025-02-06 19:38:00,Gaara,Kiri,4033.95,D,En curso,Patrulla rutinaria
ANBU-1436,2025-02-06 04:32:00,Kakashi,Kiri,,B,Éxito,Escolta de persona VIP
ANBU-1437,2025-02-03 09:57:00,Naruto,amegakure,2022.37,A,En curso,Escolta de persona VIP
ANBU-1438,2025-02-04 07:50:00,Sakura,amegakure,2880.6,A,Sospechoso,Posible espía detectado
ANBU-1439,2025-02-01 02:55:00,Shikamaru, Lluvia,6883.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1440,2025-02-06 07:57:00,,Kiri,4251.77,C,Fallo,Movimiento sospechoso detectado
ANBU-1441,2025-02-06 07:18:00,Gaara,Kiri,3099.44,A,Fallo,Posible espía detectado
ANBU-1442,2025-02-03 17:53:00,Temari,Kiri,2056.1,S,Éxito,Recuperación de pergamino secreto
ANBU-1443,2025-02-05 09:12:00,Choji,Kiri,5527.35,A,Fallo,Sustitución de guardias
ANBU-1444,2025-02-01 22:55:00,Kakashi,Amegakure,6472.61,S,En curso,Escolta de persona VIP
ANBU-1445,2025-02-05 21:54:00,Ino,Kiri,4192.82,A,En curso,Enemigo a la vista
ANBU-1446,2025-02-04 17:55:00,Sakura,Amegakure,2239.66,D,Éxito,Movimiento sospechoso detectado
ANBU-1447,2025-02-03 07:16:00,Gaara,Konoha,3435.78,C,Sospechoso,Enemigo a la vista
ANBU-1448,2025-02-05 10:49:00,Gaara,Kiri,7371.44,B,En curso,Enemigo a la vista
ANBU-1449,2025-02-05 23:09:00,,Kiri,2956.04,S,En curso,Movimiento sospechoso detectado
ANBU-1450,2025-02-06 20:30:00,Kankuro,Kumo,5497.3,C,Fallo,Posible espía detectado
ANBU-1451,2025-02-06 21:36:00,Ino,Konoha,1288.76,S,Sospechoso,Vigilancia de puesto avanzado
ANBU-1452,2025-02-02 20:34:00,Choji,Suna,2068.36,S,Fallo,Movimiento sospechoso detectado
ANBU-1453,2025-02-04 21:49:00,Shikamaru,Kumo,-100.0,S,Fallo,Vigilancia de puesto avanzado
ANBU-1454,2025-02-03 10:28:00,Shikamaru,Kumo,2493.15,B,Éxito,Posible espía detectado
ANBU-1455,2025-02-01 11:15:00,Gaara,Kumo,6234.08,S,Fallo,Escolta de persona VIP
ANBU-1456,2025-02-05 20:09:00,Kakashi,Suna,5739.43,S,Éxito,Sustitución de guardias
ANBU-1457,2025-02-06 12:17:00,Kankuro,Kumo,1424.65,D,Éxito,Recuperación de pergamino secreto
ANBU-1458,2025-02-02 12:48:00,Kakashi,Amegakure,7830.86,C,Sospechoso,Posible espía detectado
ANBU-1459,2025-02-06 21:33:00,Kakashi,Iwa,4033.19,D,Éxito,Posible espía detectado
ANBU-1460,2025-02-05 11:55:00,,Kiri,3680.13,D,En curso,Posible espía detectado
ANBU-1461,2025-02-02 15:03:00,Sasuke,Suna,735.84,B,En curso,Sustitución de guardias
ANBU-1462,2025-02-04 08:10:00,Kakashi,Amegakure,2735.46,A,Fallo,Enemigo a la vista
ANBU-1463,2025-02-06 07:21:00,Kakashi,Kiri,1061.53,S,Fallo,Enemigo a la vista
ANBU-1464,2025-02-03 08:18:00,Gaara,Iwa,2889.19,A,En curso,Escolta de persona VIP
ANBU-1465,2025-02-03 20:30:00,Shikamaru,Suna ,671.06,B,Éxito,Sustitución de guardias
ANBU-1466,2025-02-01 17:42:00,Ino,Kumo,2583.55,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1467,2025-02-04 22:55:00,Ino,Konoha,7951.51,D,En curso,Vigilancia de puesto avanzado
ANBU-1468,2025-02-04 23:01:00,Choji,Iwa,5454.72,B,Éxito,Escolta de persona VIP
ANBU-1469,2025-02-01 09:00:00,Sakura,SUNA,866.38,D,Éxito,Enemigo a la vista
ANBU-1470,2025-02-01 20:43:00,Choji,Iwa,6812.72,A,Fallo,Enemigo a la vista
ANBU-1471,2025-02-01 06:31:00,Sakura,Kiri,5096.46,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1472,2025-02-03 14:39:00,Shikamaru,Iwa,6612.21,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1473,2025-02-01 02:18:00,Sasuke,Amegakure,3938.68,C,Sospechoso,Escolta de persona VIP
ANBU-1474,2025-02-02 15:42:00,Ino,Kiri,5991.63,B,Sospechoso,Posible espía detectado
ANBU-1475,2025-02-05 08:32:00,Sasuke,Amegakure,,A,Fallo,Escolta de persona VIP
ANBU-1476,2025-02-02 16:28:00,Kakashi,Konoha,,A,Éxito,Misión de reconocimiento en fronteras
ANBU-1477,2025-02-04 10:05:00,Ino,Konoha,7064.92,B,Fallo,Vigilancia de puesto avanzado
ANBU-1478,2025-02-02 02:28:00,Kakashi,Iwa,4963.53,D,Éxito,Escolta de persona VIP
ANBU-1479,2025-02-02 23:16:00,Sakura,KONOHA ,5334.26,C,Fallo,Patrulla rutinaria
ANBU-1480,2025-02-05 14:43:00,Naruto,Suna,7872.46,D,Éxito,Misión de reconocimiento en fronteras
ANBU-1481,2025-02-06 04:42:00,,Kiri,625.12,D,Éxito,Misión de reconocimiento en fronteras
ANBU-1482,2025-02-05 03:40:00,,Kiri,788.07,D,En curso,Misión de reconocimiento en fronteras
ANBU-1483,2025-02-05 04:45:00,Choji,Iwa,661.65,C,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1484,2025-02-06 20:34:00,Ino,Kiri,7206.19,D,En curso,Movimiento sospechoso detectado
ANBU-1485,2025-02-02 02:55:00,Temari,Kumo,4793.18,A,Fallo,Posible espía detectado
ANBU-1486,2025-02-05 12:47:00,Kankuro,Iwa,4521.75,A,En curso,Escolta de persona VIP
ANBU-1487,2025-02-06 01:55:00,Gaara,Iwa,,C,En curso,Escolta de persona VIP
ANBU-1488,2025-02-04 00:48:00,Ino,Amegakure,6994.0,S,Fallo,Infiltrado de la Lluvia detectado
ANBU-1489,2025-02-05 21:19:00,Choji,amegakure,3919.66,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1490,2025-02-01 18:33:00,Kankuro,Kumo,-100.0,A,Fallo,Patrulla rutinaria
ANBU-1491,2025-02-04 04:23:00,Shikamaru,Kumo,7964.39,S,En curso,Escolta de persona VIP
ANBU-1492,2025-02-06 10:25:00,Ino,Suna,,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1493,2025-02-02 12:46:00,Choji,Suna,4416.92,S,Éxito,Recuperación de pergamino secreto
ANBU-1494,2025-02-04 15:15:00,Sakura,Kumo,4721.78,C,Éxito,Posible espía detectado
ANBU-1495,2025-02-06 17:14:00,Naruto,Konoha,7790.67,S,En curso,Vigilancia de puesto avanzado
ANBU-1496,2025-02-06 19:23:00,Sakura,Amegakure,3803.67,C,Fallo,Sustitución de guardias
ANBU-1497,2025-02-04 08:14:00,Ino,Amegakure,3858.62,S,Sospechoso,Recuperación de pergamino secreto
ANBU-1498,2025-02-03 22:24:00,,Kiri,2026.87,A,En curso,Misión de reconocimiento en fronteras
ANBU-1499,2025-02-02 04:25:00,Choji,Kiri,3009.83,D,Éxito,Movimiento sospechoso detectado
ANBU-1500,2025-02-01 23:08:00,Naruto,Kiri,4560.41,S,Sospechoso,Sustitución de guardias
ANBU-1501,2025-02-01 06:49:00,Ino,Kumo,6959.8,B,Fallo,Vigilancia de puesto avanzado
ANBU-1502,2025-02-04 14:17:00,Ino,Iwa,3854.51,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1503,2025-02-05 22:18:00,Kankuro,Amegakure,3243.39,S,Éxito,Posible espía detectado
ANBU-1504,2025-02-01 22:05:00,Sakura,Iwa,3762.56,D,Fallo,Patrulla rutinaria
