id,fecha,producto,precio,cantidad
1384,Hace 2 dias,Tanto Madera,1202.6,2
1385,09-13-2023,Tanto Madera,ERR,2
1386,06/03/2023,Nodachi Elite,1372.29,5
1387,10/09/2023,Nodachi Elite,1202.95,3
1388,02-20-2023,Shuriken,402.67,-1
1389,25/01/2023,Boken Entrenamiento,,9
1390,2023-01-08,Kunai Hierro,629.62,8
1391,03-16-2023,Tanto Madera,448.7,6
1392,2023-06-17,Boken Entrenamiento,968.99,1
1393,07/12/2023,Nodachi Elite,294.68,8
1394,01-20-2023,Boken Entrenamiento,912.79,4
1395,17/04/2023,Nodachi Elite,559.52,1
1396,01-03-2023,Nodachi Elite,719.37,8
1397,08-19-2023,Kunai Hierro,1254.13,7
1398,2023-02-28,Boken Entrenamiento,1327.04,4
1399,2023-04-26,Kunai Hierro,1491.07,7
1400,Hace 2 dias,Shuriken,1002.9,2
1401,03/09/2023,Tanto Madera,1498.19,5
1402,10/01/2023,Boken Entrenamiento,644.68,-1
1403,Hace 2 dias,Tanto Madera,592.3,2
1404,2023-12-27,Boken Entrenamiento,187.87,6
1405,Ayer,Kunai Hierro,879.99,1
1406,Hace 2 dias,Katana Acero,1410.59,4
1407,01-10-2023,Nodachi Elite,1494.02,4
1408,11-01-2023,Shuriken,522.6,2
1409,2023-12-01,Kunai Hierro,412.73,1
1410,2023-09-28,Nodachi Elite,1410.68,4
1411,10-22-2023,Shuriken,102.53,7
1412,Ayer,Katana Acero,1085.98,-1
1413,06/12/2023,Nodachi Elite,1212.29,1
1414,18/12/2023,Shuriken,1136.86,9
1415,29/12/2023,Kunai Hierro,,6
1416,10-22-2023,Tanto Madera,1325.32,2
1417,07-16-2023,Nodachi Elite,492.43,5
1418,03/07/2023,  Kunai Hierro  ,370.16,5
1419,17/02/2023,Kunai Hierro,314.33,10
1420,01-19-2023,Tanto Madera,,2
1421,2023-12-03,Katana Acero,1238.89,7
1422,07/03/2023,Katana Acero,1381.8,5
1423,Hace 2 dias,Shuriken,367.71,3
1424,2023-12-23,  Kunai Hierro  ,1187.72,3
1425,Hace 2 dias,Boken Entrenamiento,999.78,4
1426,2023-10-14,Katana Acero,1053.42,10
1427,13/12/2023,Kunai Hierro,1192.89,6
1428,05-16-2023,shuriken,828.55,6
1429,06-07-2023,Kunai Hierro,1050.5,9
1429,06-07-2023,Kunai Hierro,1050.5,9
1430,Ayer,Kunai Hierro,292.62,2
1431,01-15-2023,Nodachi Elite,621.93,5
1432,2023-06-04,Boken Entrenamiento,1357.57,4
1433,Hace 2 dias,Nodachi Elite,104.9,7
1434,18/04/2023,Boken Entrenamiento,923.6,10
1435,21/05/2023,Nodachi Elite,380.86,4
1435,21/05/2023,Nodachi Elite,380.86,4
1436,11-18-2023,Tanto Madera,918.61,1
1437,Hace 2 dias,Nodachi Elite,1442.68,1
1438,22/08/2023,  Tanto Madera  ,487.68,5
1439,04-30-2023,Nodachi Elite,237.87,6
1440,08-14-2023,Shuriken,544.43,3
1441,2023-06-12,Katana Acero,702.75,7
1442,Ayer,Nodachi Elite,42.64,-1
1443,Ayer,Tanto Madera,1365.72,8
1444,28/02/2023,Boken Entrenamiento,1072.75,10
1445,Hace 2 dias,Nodachi Elite,,1
1446,03-25-2023,Tanto Madera,119.63,3
1447,26/11/2023,Katana Acero,1326.89,6
1448,01-21-2023,Boken Entrenamiento,,5
1449,Ayer,Kunai Hierro,784.91,10
1450,20/11/2023,Tanto Madera,1330.55,4
1451,Ayer,Shuriken,1165.54,10
1452,Hace 2 dias,Katana Acero,448.51,5
1453,2023-10-05,Katana Acero,522.33,5
1454,Hace 2 dias,Shuriken,498.61,9
1455,07-26-2023,Shuriken,1202.71,1
1456,Ayer,Kunai Hierro,684.71,8
1457,2023-06-18,shuriken,1321.01,8
1458,12-19-2023,Katana Acero,ERR,9
1459,Hace 2 dias,  Kunai Hierro  ,178.51,7
1460,17/12/2023,  Shuriken  ,1088.26,5
1461,28/09/2023,Nodachi Elite,545.8,6
1462,10/04/2023,Katana Acero,1329.42,2
1463,22/08/2023,Shuriken,22.18,10
1464,2023-05-28,Boken Entrenamiento,866.42,2
1465,10-15-2023,Nodachi Elite,952.03,9
1466,12-10-2023,Nodachi Elite,1227.88,7
1467,14/10/2023,Nodachi Elite,,3
1468,08-26-2023,Kunai Hierro,293.65,10
1469,2023-08-03,Nodachi Elite,659.44,6
1470,Hace 2 dias,Katana Acero,1087.02,10
1471,2023-03-12,Katana Acero,ERR,9
1472,2023-03-02,Shuriken,ERR,3
1473,02/10/2023,Katana Acero,456.13,5
1474,Hace 2 dias,Tanto Madera,459.66,8
1475,2023-11-22,Kunai Hierro,1068.75,1
1476,07-15-2023,Kunai Hierro,537.29,1
1477,Hace 2 dias,Katana Acero,529.06,4
1478,2023-07-10,Nodachi Elite,426.87,3
1479,Ayer,Shuriken,910.36,4
1480,2023-01-16,Katana Acero,313.66,10
1481,03-27-2023,Nodachi Elite,513.68,10
1482,Ayer,  tanto madera  ,,7
1483,03-26-2023,Nodachi Elite,ERR,1
1484,03-02-2023,Tanto Madera,819.22,5
1485,01-25-2023,Boken Entrenamiento,1012.62,7
1486,01/02/2023,Katana Acero,199.56,6
1487,25/02/2023,Nodachi Elite,1111.5,9
1488,07-13-2023,Shuriken,787.89,8
1489,05/02/2023,Boken Entrenamiento,202.49,10
1490,2023-11-24,Tanto Madera,1210.22,8
1491,10-10-2023,Nodachi Elite,674.45,2
1492,Hace 2 dias,Tanto Madera,472.2,10
1493,29/07/2023,Kunai Hierro,718.73,3
1494,Hace 2 dias,Boken Entrenamiento,343.03,3
1494,Hace 2 dias,Boken Entrenamiento,343.03,3
1495,Hace 2 dias,Boken Entrenamiento,68.29,7
1496,10-12-2023,Tanto Madera,904.11,5
1497,03-15-2023,  Boken Entrenamiento  ,1467.14,1
1498,04-01-2023,Tanto Madera,225.79,10
1499,2023-09-29,  Katana Acero  ,1040.51,4
1500,2023-01-15,Tanto Madera,692.14,2
1501,Ayer,Shuriken,1311.96,9
1502,2023-05-30,Nodachi Elite,929.89,7
1502,2023-05-30,Nodachi Elite,929.89,7
1503,07-26-2023,Tanto Madera,1274.26,3
1504,18/03/2023,Katana Acero,741.26,-1
1504,18/03/2023,Katana Acero,741.26,-1
1505,Hace 2 dias,Tanto Madera,1469.19,5
1505,Hace 2 dias,Tanto Madera,1469.19,5
1506,Ayer,Katana Acero,1447.16,7
1507,Ayer,Kunai Hierro,130.39,3
1508,22/10/2023,Katana Acero,224.65,8
1509,05-25-2023,Shuriken,363.03,4
1510,Ayer,Nodachi Elite,509.33,5
1511,10-18-2023,Nodachi Elite,889.2,8
1512,2023-05-11,Tanto Madera,761.29,1
1513,30/10/2023,Boken Entrenamiento,1445.5,3
1514,06/06/2023,Tanto Madera,882.97,2
1515,Ayer,katana acero,652.03,6
1516,2023-01-10,Kunai Hierro,1483.95,8
1517,Hace 2 dias,Shuriken,628.1,10
1518,Hace 2 dias,Kunai Hierro,1026.1,2
1519,2023-07-05,Kunai Hierro,402.28,1
1520,Ayer,Kunai Hierro,861.34,3
1521,2023-09-22,Shuriken,69.86,10
1522,07-26-2023,Shuriken,385.61,5
1523,30/09/2023,Tanto Madera,746.17,10
1524,02-07-2023,  Tanto Madera  ,1456.09,3
1525,08/10/2023,Nodachi Elite,1488.09,10
1526,18/04/2023,Katana Acero,1012.46,10
1527,09-05-2023,Katana Acero,575.61,3
1528,09-15-2023,  Tanto Madera  ,1124.94,10
1529,Hace 2 dias,Nodachi Elite,258.72,10
1530,Ayer,Tanto Madera,ERR,10
1531,2023-03-26,Tanto Madera,642.15,6
1532,Ayer,Kunai Hierro,130.21,9
1533,2023-06-12,Katana Acero,641.03,2
1534,Ayer,Shuriken,1039.82,9
1535,09-25-2023,Tanto Madera,ERR,9
1536,30/07/2023,Boken Entrenamiento,970.45,7
1537,11-30-2023,Shuriken,229.2,9
1538,Ayer,nodachi elite,,5
1539,26/10/2023,Nodachi Elite,1295.21,8
1540,2023-08-31,boken entrenamiento,391.98,2
1541,Ayer,Nodachi Elite,424.13,6
1542,16/09/2023,Tanto Madera,841.31,3
1543,10-16-2023,Kunai Hierro,575.44,7
1544,Ayer,  Tanto Madera  ,ERR,8
1545,03-12-2023,Kunai Hierro,541.78,8
1546,04-25-2023,Tanto Madera,279.73,1
1547,2023-09-19,boken entrenamiento,1268.7,8
1548,2023-01-28,Nodachi Elite,1155.44,1
1549,28/03/2023,Katana Acero,1045.0,3
1550,11-30-2023,Kunai Hierro,258.57,9
1551,11/06/2023,Kunai Hierro,366.06,4
1552,01/06/2023,boken entrenamiento,148.55,2
1553,Hace 2 dias,Kunai Hierro,1362.39,6
1554,Hace 2 dias,Boken Entrenamiento,721.63,1
1555,04/03/2023,Boken Entrenamiento,1092.41,7
1556,2023-03-04,Kunai Hierro,41.91,6
1557,17/08/2023,Tanto Madera,1305.49,1
1558,2023-05-08,Boken Entrenamiento,828.83,3
1559,Hace 2 dias,Katana Acero,,5
1560,Ayer,Nodachi Elite,237.83,5
1561,2023-03-31,  Kunai Hierro  ,1201.49,2
1562,Ayer,Nodachi Elite,1190.71,3
1563,Ayer,Kunai Hierro,1188.63,6
1564,27/12/2023,boken entrenamiento,ERR,3
1565,10/11/2023,Shuriken,379.95,5
1566,10-27-2023,Kunai Hierro,505.72,6
1567,09/05/2023,Boken Entrenamiento,199.97,8
1567,09/05/2023,Boken Entrenamiento,199.97,8
1568,10-10-2023,Nodachi Elite,1114.76,3
1569,Hace 2 dias,Tanto Madera,984.58,4
1570,2023-11-17,Boken Entrenamiento,990.3,6
1571,10-19-2023,Tanto Madera,969.99,7
1572,12-22-2023,Nodachi Elite,126.1,-1
1573,Ayer,  Katana Acero  ,861.37,3
1574,04-09-2023,Nodachi Elite,20.97,8
1575,10/01/2023,Katana Acero,420.5,4
1576,06-10-2023,Boken Entrenamiento,297.01,4
1577,04-14-2023,Katana Acero,,3
1578,09-28-2023,Nodachi Elite,1004.08,-1
1579,Hace 2 dias,Shuriken,814.07,3
1580,09-07-2023,Nodachi Elite,477.22,1
1581,2023-05-30,Katana Acero,305.61,1
1582,2023-03-23,Katana Acero,ERR,7
1582,2023-03-23,Katana Acero,ERR,7
1583,12/03/2023,Boken Entrenamiento,1114.36,10
1584,Hace 2 dias,Kunai Hierro,669.99,7
1585,Hace 2 dias,shuriken,317.41,3
1586,2023-10-22,Katana Acero,1193.14,9
1587,2023-09-11,Tanto Madera,1118.04,2
1588,01/03/2023,Shuriken,933.45,2
1589,07/09/2023,Katana Acero,832.23,8
1590,Ayer,Katana Acero,1297.8,6
1591,07/12/2023,Nodachi Elite,1332.09,10
1592,2023-05-17,Tanto Madera,1266.44,2
1593,Ayer,katana acero,1252.52,9
1594,2023-07-23,Katana Acero,349.39,10
1595,Ayer,Tanto Madera,371.45,1
1596,21/04/2023,Boken Entrenamiento,,8
1597,12/06/2023,Tanto Madera,395.99,3
1598,02-02-2023,Katana Acero,1468.56,6
1599,2023-03-05,Boken Entrenamiento,1408.56,2
1600,2023-08-04,Shuriken,367.76,1
1601,01-17-2023,Nodachi Elite,775.03,2
1602,Hace 2 dias,Tanto Madera,753.53,10
1603,Hace 2 dias,Nodachi Elite,822.84,5
1604,Ayer,Katana Acero,845.23,7
1605,Hace 2 dias,Kunai Hierro,618.32,10
1606,02-27-2023,Nodachi Elite,1380.97,4
1606,02-27-2023,Nodachi Elite,1380.97,4
1607,20/09/2023,Nodachi Elite,808.68,6
1608,30/03/2023,Boken Entrenamiento,1378.81,2
1609,04-09-2023,Katana Acero,512.26,8
1610,05-25-2023,Boken Entrenamiento,325.4,6
1611,20/01/2023,Kunai Hierro,,8
1612,07-08-2023,Tanto Madera,1490.79,3
1613,2023-02-14,Boken Entrenamiento,715.83,8
1614,02-20-2023,Kunai Hierro,1327.73,5
1615,2023-03-25,Tanto Madera,1011.9,7
1616,04-23-2023,Katana Acero,1138.92,9
1617,Hace 2 dias,Shuriken,232.41,9
1618,05-13-2023,Tanto Madera,1004.48,3
1619,2023-06-16,Katana Acero,1094.12,10
1620,30/07/2023,Kunai Hierro,1298.07,5
1621,2023-09-12,katana acero,433.97,4
1622,2023-07-09,Shuriken,422.53,2
1623,12-16-2023,  Nodachi Elite  ,217.61,2
1624,03/03/2023,Shuriken,678.35,10
1625,2023-04-30,Tanto Madera,733.86,4
1626,04/05/2023,  Shuriken  ,946.68,3
1627,02-04-2023,Nodachi Elite,1153.7,5
1628,05-16-2023,Kunai Hierro,985.8,1
1629,29/04/2023,Nodachi Elite,350.09,4
1630,2023-06-08,Shuriken,673.91,2
1631,15/12/2023,Katana Acero,1099.93,8
1632,09-21-2023,Nodachi Elite,566.27,2
1633,15/06/2023,Nodachi Elite,207.31,1
1634,11/10/2023,Boken Entrenamiento,1489.6,6
1635,01/10/2023,Boken Entrenamiento,1361.22,8
1636,05-07-2023,Nodachi Elite,580.44,1
1637,Hace 2 dias,Shuriken,1187.21,9
1638,Ayer,Katana Acero,759.42,4
1639,12/01/2023,Boken Entrenamiento,813.97,8
1640,21/04/2023,Tanto Madera,282.05,2
1641,15/04/2023,Kunai Hierro,116.28,9
1642,22/11/2023,Shuriken,796.63,9
1643,Ayer,Tanto Madera,1250.87,8
1643,Ayer,Tanto Madera,1250.87,8
1644,09/05/2023,Kunai Hierro,75.04,1
1645,09/12/2023,shuriken,535.47,9
1646,2023-06-30,Shuriken,179.25,4
1647,Hace 2 dias,  Boken Entrenamiento  ,ERR,10
1648,2023-08-16,Boken Entrenamiento,,1
1649,20/03/2023,Tanto Madera,258.27,3
1650,2023-09-03,Katana Acero,1244.29,10
1651,2023-11-17,Shuriken,1156.23,9
1652,04-09-2023,tanto madera,886.37,10
1653,03-08-2023,Katana Acero,1119.41,10
1654,Ayer,Tanto Madera,302.47,5
1655,09/05/2023,Tanto Madera,1075.77,10
1656,Hace 2 dias,Katana Acero,506.26,7
1657,Hace 2 dias,Tanto Madera,619.21,8
1658,07/09/2023,Kunai Hierro,568.51,8
1659,12/12/2023,Shuriken,532.95,7
1660,2023-01-27,Boken Entrenamiento,694.76,6
1661,2023-10-22,Katana Acero,1019.88,2
1662,19/04/2023,Tanto Madera,915.27,1
1663,06-02-2023,Boken Entrenamiento,1353.12,10
1664,05-07-2023,Tanto Madera,444.51,5
1664,05-07-2023,Tanto Madera,444.51,5
1665,2023-02-04,Shuriken,43.29,9
1666,2023-02-26,kunai hierro,428.1,6
1667,2023-12-08,Shuriken,401.68,3
1668,2023-05-02,Kunai Hierro,79.66,10
1669,2023-05-23,Shuriken,1183.89,5
1670,12-16-2023,Shuriken,ERR,6
1671,Hace 2 dias,Kunai Hierro,1008.34,4
1672,2023-12-02,Shuriken,1001.73,9
1673,Hace 2 dias,Shuriken,466.02,7
1674,Hace 2 dias,Kunai Hierro,529.96,3
1675,05-20-2023,Kunai Hierro,427.88,10
1676,Ayer,Katana Acero,675.91,10
1677,2023-08-20,Shuriken,1216.84,9
1678,Ayer,Tanto Madera,112.58,2
1679,07/05/2023,Tanto Madera,144.23,10
1680,29/10/2023,Kunai Hierro,1395.81,6
1681,05-10-2023,katana acero,1110.04,6
1682,2023-04-12,Katana Acero,204.6,10
1683,25/05/2023,Tanto Madera,922.66,6
1684,06-05-2023,Kunai Hierro,159.09,4
1685,11-23-2023,Katana Acero,327.0,5
1686,Hace 2 dias,Katana Acero,852.72,1
1687,2023-01-23,Tanto Madera,792.19,3
1688,09/02/2023,Boken Entrenamiento,300.67,1
1689,06-03-2023,Boken Entrenamiento,,10
1690,17/07/2023,Katana Acero,869.93,5
1691,2023-12-24,Kunai Hierro,1109.84,6
1692,16/09/2023,Shuriken,266.22,7
1693,Hace 2 dias,Kunai Hierro,679.38,8
1694,22/06/2023,Nodachi Elite,801.25,10
1694,22/06/2023,Nodachi Elite,801.25,10
1695,09-13-2023,Kunai Hierro,796.41,2
1696,04-27-2023,Tanto Madera,250.22,5
1697,16/11/2023,Katana Acero,1282.24,10
1698,Hace 2 dias,Boken Entrenamiento,894.17,4
1699,2023-09-18,Tanto Madera,1412.65,9
1700,09-26-2023,Tanto Madera,294.06,4
1701,20/05/2023,Boken Entrenamiento,919.63,-1
1702,23/12/2023,boken entrenamiento,1472.75,8
1703,12/03/2023,Tanto Madera,415.33,9
1704,07/04/2023,Nodachi Elite,1093.56,1
1705,04/09/2023,Nodachi Elite,553.81,8
1706,25/10/2023,Tanto Madera,1375.2,2
1707,2023-04-30,Katana Acero,918.7,8
1708,Ayer,Kunai Hierro,1047.58,8
1709,03/07/2023,  Shuriken  ,1430.45,1
1710,29/05/2023,Katana Acero,588.02,8
1711,Hace 2 dias,Tanto Madera,1163.23,3
1712,02/02/2023,Shuriken,244.39,10
1713,2023-04-22,Shuriken,112.59,9
1714,Hace 2 dias,Boken Entrenamiento,854.34,5
1715,Hace 2 dias,Kunai Hierro,428.27,6
1716,24/04/2023,Kunai Hierro,781.11,5
1717,23/07/2023,Shuriken,790.79,1
1718,14/11/2023,Katana Acero,942.68,2
1719,Ayer,Katana Acero,175.37,5
1720,03/03/2023,tanto madera,971.23,7
1721,Hace 2 dias,Boken Entrenamiento,116.26,6
1722,2023-10-25,Boken Entrenamiento,542.18,8
1723,07-27-2023,Kunai Hierro,490.72,2
1724,02-27-2023,Shuriken,620.64,4
1725,2023-11-23,Shuriken,668.41,10
1726,08/02/2023,Kunai Hierro,210.59,10
1727,29/01/2023,Shuriken,32.45,9
1728,Hace 2 dias,Kunai Hierro,335.0,9
1728,Hace 2 dias,Kunai Hierro,335.0,9
1729,03-16-2023,Kunai Hierro,529.61,6
1730,Ayer,  Boken Entrenamiento  ,1208.6,7
1731,01/07/2023,Kunai Hierro,687.7,6
1732,20/12/2023,Shuriken,1090.46,6
1733,Ayer,Nodachi Elite,122.13,4
1734,Ayer,Tanto Madera,47.81,3
1735,2023-07-04,Kunai Hierro,1265.57,7
1736,09/07/2023,Boken Entrenamiento,362.25,5
1737,2023-05-11,kunai hierro,576.48,4
1738,08-31-2023,Shuriken,1315.12,8
1739,2023-03-06,Nodachi Elite,628.5,1
1740,2023-08-19,Tanto Madera,866.56,1
1741,23/02/2023,Boken Entrenamiento,837.85,6
1742,Hace 2 dias,Kunai Hierro,222.44,1
1743,Hace 2 dias,Katana Acero,959.74,8
1744,Hace 2 dias,Nodachi Elite,486.41,4
1745,28/11/2023,Boken Entrenamiento,945.06,-1
1746,Hace 2 dias,tanto madera,163.23,10
1747,Hace 2 dias,Shuriken,771.7,8
1748,Hace 2 dias,Shuriken,621.55,1
1749,16/03/2023,Nodachi Elite,127.26,2
1750,Hace 2 dias,Tanto Madera,345.9,9
1751,Hace 2 dias,Shuriken,217.4,1
1752,2023-07-06,Shuriken,1368.32,8
1753,28/12/2023,Tanto Madera,543.13,5
1754,11-15-2023,Nodachi Elite,450.4,6
1755,23/11/2023,Nodachi Elite,1387.74,3
1756,01-29-2023,Kunai Hierro,1314.49,3
1757,2023-02-26,Boken Entrenamiento,689.72,9
1758,07-21-2023,Katana Acero,1109.96,2
1759,04/11/2023,Shuriken,387.69,9
1760,Ayer,Tanto Madera,270.06,-1
1761,Hace 2 dias,Shuriken,475.79,7
1762,2023-10-31,Kunai Hierro,,1
1763,29/12/2023,Boken Entrenamiento,902.73,10
1764,08-18-2023,Boken Entrenamiento,1118.09,10
1765,Ayer,Shuriken,484.97,6
1766,24/06/2023,Boken Entrenamiento,842.18,3
1767,02-08-2023,Boken Entrenamiento,1497.97,2
1767,02-08-2023,Boken Entrenamiento,1497.97,2
1768,14/10/2023,Boken Entrenamiento,265.87,5
1769,23/11/2023,Nodachi Elite,321.08,2
1770,2023-12-21,Nodachi Elite,1128.05,8
1771,2023-09-06,Boken Entrenamiento,1388.96,3
1772,04/11/2023,Kunai Hierro,793.45,9
1773,03-31-2023,Kunai Hierro,1395.03,5
1774,02-13-2023,kunai hierro,1258.04,3
1775,02-16-2023,Katana Acero,638.05,7
1776,28/09/2023,Tanto Madera,1457.43,3
1777,Hace 2 dias,Tanto Madera,880.68,5
1778,08/04/2023,Katana Acero,28.84,6
1779,06-24-2023,Kunai Hierro,,9
1780,08-03-2023,kunai hierro,272.51,5
1781,03/08/2023,Boken Entrenamiento,728.84,10
1782,10-09-2023,Katana Acero,787.43,3
1783,09-20-2023,Katana Acero,151.39,2
1784,05-11-2023,Boken Entrenamiento,291.25,3
1785,25/06/2023,Boken Entrenamiento,628.71,7
1785,25/06/2023,Boken Entrenamiento,628.71,7
1786,09/05/2023,Kunai Hierro,,2
1787,05-20-2023,Katana Acero,552.19,1
1788,2023-04-20,katana acero,588.94,10
1789,Hace 2 dias,Nodachi Elite,221.22,10
1790,2023-11-04,Katana Acero,56.47,2
1791,05/04/2023,Boken Entrenamiento,123.97,1
1792,Hace 2 dias,Nodachi Elite,603.7,8
1793,11/07/2023,Kunai Hierro,1095.32,8
1794,Hace 2 dias,Katana Acero,1487.23,1
1795,12-08-2023,Katana Acero,936.8,10
1796,Ayer,boken entrenamiento,383.13,10
1797,12-12-2023,Katana Acero,680.04,10
1798,2023-07-18,Shuriken,61.8,1
1799,Ayer,Tanto Madera,18.27,1
1800,04-28-2023,Nodachi Elite,1336.36,6
1801,03-18-2023,nodachi elite,1074.14,2
1802,2023-12-12,Boken Entrenamiento,ERR,7
1803,Hace 2 dias,kunai hierro,934.31,7
1804,08-30-2023,Katana Acero,449.91,8
1805,06-01-2023,Katana Acero,1132.62,5
1806,12-01-2023,kunai hierro,964.58,3
1807,Ayer,  Boken Entrenamiento  ,888.8,4
1808,08/05/2023,Katana Acero,522.23,2
1809,2023-08-23,Tanto Madera,1108.18,1
1810,01-01-2024,Shuriken,1017.79,9
1811,2023-07-08,Boken Entrenamiento,467.35,1
1812,28/01/2023,  Tanto Madera  ,1438.88,2
1813,11-06-2023,Shuriken,612.91,4
1814,07-08-2023,Kunai Hierro,1240.88,5
1815,2023-05-01,boken entrenamiento,807.3,2
1816,Ayer,Kunai Hierro,679.72,6
1817,17/09/2023,Shuriken,291.19,6
1818,2023-09-08,Tanto Madera,344.19,2
1819,05/08/2023,Katana Acero,ERR,6
1820,27/01/2023,Kunai Hierro,1337.17,5
1821,Ayer,Shuriken,610.66,5
1822,17/04/2023,Tanto Madera,ERR,2
1823,03/07/2023,Boken Entrenamiento,1497.67,10
1824,Hace 2 dias,Kunai Hierro,473.26,10
1825,14/02/2023,Tanto Madera,1210.0,6
1826,16/11/2023,Katana Acero,678.91,7
1827,03-23-2023,Boken Entrenamiento,,8
1828,2023-11-09,Katana Acero,354.14,4
1829,Ayer,Boken Entrenamiento,882.68,4
1830,2023-05-07,Kunai Hierro,704.34,5
1830,2023-05-07,Kunai Hierro,704.34,5
1831,Hace 2 dias,Shuriken,164.53,3
1832,05/07/2023,Tanto Madera,,10
1833,Ayer,Shuriken,433.49,8
1834,2023-09-12,Nodachi Elite,1148.52,10
1835,2023-11-07,Kunai Hierro,635.56,8
1836,01-08-2023,Tanto Madera,1493.7,4
1837,Ayer,Shuriken,56.91,8
1837,Ayer,Shuriken,56.91,8
1838,01-14-2023,Nodachi Elite,1035.15,8
1839,Hace 2 dias,Boken Entrenamiento,1113.48,7
1840,06/09/2023,Kunai Hierro,725.06,1
1841,2023-09-21,kunai hierro,744.2,4
1842,2023-09-30,Boken Entrenamiento,47.0,6
1842,2023-09-30,Boken Entrenamiento,47.0,6
1843,09-25-2023,Boken Entrenamiento,428.16,1
1844,01-22-2023,boken entrenamiento,1027.32,3
1845,04-19-2023,Boken Entrenamiento,1016.61,5
1846,2023-05-01,Tanto Madera,1336.25,2
1847,2023-01-21,Katana Acero,1310.14,10
1848,08/06/2023,Kunai Hierro,418.04,4
1849,10-30-2023,Tanto Madera,,4
1850,01-20-2023,  Kunai Hierro  ,406.12,5
1851,01-09-2023,Boken Entrenamiento,267.92,3
1852,2023-09-17,Shuriken,629.08,1
1853,Hace 2 dias,  Tanto Madera  ,799.94,1
1854,11-02-2023,katana acero,1329.69,3
1855,2023-11-27,Tanto Madera,965.12,5
1856,Ayer,boken entrenamiento,611.28,7
1857,Ayer,Boken Entrenamiento,,8
1858,13/10/2023,Tanto Madera,748.88,5
1859,05-21-2023,Shuriken,563.53,1
1860,2023-03-09,Tanto Madera,441.72,8
1861,Ayer,Shuriken,1137.18,9
1862,08-14-2023,Tanto Madera,ERR,9
1863,06/01/2023,Boken Entrenamiento,1332.85,3
1864,Ayer,Katana Acero,668.66,3
1865,Hace 2 dias,  Katana Acero  ,218.64,5
1866,08/06/2023,Kunai Hierro,1435.52,3
1867,2023-08-01,Nodachi Elite,857.08,5
1868,2023-12-10,Boken Entrenamiento,1455.95,10
1869,Ayer,Tanto Madera,134.42,6
1870,Hace 2 dias,Nodachi Elite,858.21,7
1871,2023-11-16,Boken Entrenamiento,113.39,4
1872,Hace 2 dias,Katana Acero,1051.5,10
1873,2023-01-17,Tanto Madera,239.58,1
1874,Ayer,Kunai Hierro,,3
1875,25/03/2023,Tanto Madera,897.15,10
1876,06-10-2023,Boken Entrenamiento,1281.46,3
1877,2023-04-12,Kunai Hierro,274.22,7
1878,05-08-2023,Kunai Hierro,1162.77,10
1879,2023-12-05,Nodachi Elite,711.13,9
1880,2023-10-08,Boken Entrenamiento,968.17,5
1881,2023-01-18,kunai hierro,480.17,2
1882,23/04/2023,Katana Acero,1163.23,1
1883,06-21-2023,Boken Entrenamiento,619.71,3
1884,10-13-2023,Shuriken,1499.76,10
1885,2023-06-05,Katana Acero,379.89,3
1886,15/06/2023,Tanto Madera,613.49,4
1887,01-11-2023,Tanto Madera,788.17,9
1888,11-23-2023,Boken Entrenamiento,713.25,10
1889,Hace 2 dias,Katana Acero,452.76,5
1890,2023-03-29,Tanto Madera,886.94,4
1891,08-22-2023,Shuriken,176.83,10
1892,2023-12-04,Tanto Madera,1340.43,3
1893,09-06-2023,Kunai Hierro,1467.88,7
1894,2023-05-06,Tanto Madera,1098.4,3
1895,Ayer,shuriken,1068.26,7
1896,12-04-2023,Kunai Hierro,1396.75,5
1896,12-04-2023,Kunai Hierro,1396.75,5
1897,2023-09-09,Nodachi Elite,837.92,8
1898,Ayer,  Shuriken  ,1468.0,7
1899,04-09-2023,Tanto Madera,,6
1900,10-04-2023,Nodachi Elite,1114.97,7
1901,01-04-2023,Shuriken,1126.2,6
1902,2023-01-11,Nodachi Elite,103.8,2
1903,10/08/2023,boken entrenamiento,205.59,10
1904,2023-11-21,Tanto Madera,1483.6,9
1905,05-25-2023,Shuriken,488.11,4
1906,01-25-2023,Shuriken,692.72,7
1907,11/10/2023,Boken Entrenamiento,1456.84,-1
1908,10-02-2023,Kunai Hierro,642.85,1
1909,13/04/2023,Shuriken,,5
1910,2023-03-05,Tanto Madera,325.55,1
1911,Ayer,Shuriken,791.04,2
1911,Ayer,Shuriken,791.04,2
1912,Hace 2 dias,Shuriken,452.33,1
1913,22/10/2023,Kunai Hierro,1093.54,7
1914,26/06/2023,Kunai Hierro,583.15,2
1915,Hace 2 dias,  Nodachi Elite  ,344.97,8
1916,Ayer,Katana Acero,,5
1917,16/03/2023,Kunai Hierro,273.16,6
1918,2023-03-16,Katana Acero,584.62,9
1919,03-05-2023,Kunai Hierro,1308.28,1
1920,06-24-2023,Tanto Madera,ERR,7
1921,Hace 2 dias,Shuriken,334.83,4
1922,2023-12-07,Boken Entrenamiento,1364.97,6
1923,21/08/2023,Kunai Hierro,1247.17,10
1924,2023-11-29,Katana Acero,1355.91,7
1925,2023-10-06,Tanto Madera,15.55,3
1926,2023-02-04,Nodachi Elite,1323.83,7
1927,Ayer,Nodachi Elite,ERR,1
1928,2023-12-13,Boken Entrenamiento,1406.9,2
1929,21/08/2023,Boken Entrenamiento,1330.62,3
1930,2023-08-23,Kunai Hierro,539.4,8
